transaction_id,account_number,amount,currency,transaction_date,status
TX-000420,10000001,339.07,USD,2026-09-16 16:25:58,FAILED
TX-000421,10000004,16.72,USD,2026-09-16 16:34:01,FAILED
TX-000422,10000012,59.38,USD,2026-09-16 16:54:20,PENDING
TX-000424,10000013,82.65,USD,2026-09-16 18:30:52,COMPLETED
TX-000425,10000010,116.64,USD,2026-09-16 18:40:26,PENDING
TX-000426,10000003,135.47,USD,2026-09-16 20:13:23,COMPLETED
TX-000427,10000012,38.77,USD,2026-09-16 20:43:21,COMPLETED
TX-000428,10000009,50.82,USD,2026-09-16 22:04:41,COMPLETED
TX-000429,10000016,551.39,USD,2026-09-17 02:55:24,COMPLETED
TX-000430,10000009,299.26,USD,2026-09-17 08:05:35,COMPLETED
TX-000432,10000003,15.19,USD,2026-09-17 08:52:16,COMPLETED
TX-000433,10000012,237.11,USD,2026-09-17 09:24:18,FAILED
TX-000434,10000007,86.13,USD,2026-09-17 09:44:30,COMPLETED
TX-000435,10000008,62.04,USD,2026-09-17 09:55:08,PENDING
TX-000436,10000010,77.39,USD,2026-09-17 09:56:42,FAILED
TX-000437,10000012,518.22,USD,2026-09-17 10:52:03,FAILED
TX-000439,10000006,634.01,USD,2026-09-17 11:07:55,COMPLETED
TX-000440,10000003,256.55,USD,2026-09-17 11:18:05,PENDING
TX-000442,10000007,44.36,USD,2026-09-17 12:11:27,PENDING
TX-000443,10000007,1652.15,USD,2026-09-17 12:26:45,COMPLETED
TX-000445,10000016,422.35,USD,2026-09-17 12:50:17,PENDING
TX-000446,10000016,328.79,USD,2026-09-17 12:59:30,COMPLETED
TX-000447,10000011,1495.93,USD,2026-09-17 13:06:52,FAILED
TX-000448,10000003,217.77,USD,2026-09-17 13:07:46,COMPLETED
TX-000449,10000005,172.88,USD,2026-09-17 13:13:50,FAILED
TX-000450,10000020,1247.53,USD,2026-09-17 13:15:27,COMPLETED
TX-000451,10000010,64.76,USD,2026-09-17 13:30:28,COMPLETED
TX-000452,10000017,103.84,USD,2026-09-17 13:41:41,COMPLETED
TX-000453,10000014,80.4,USD,2026-09-17 13:44:26,COMPLETED
TX-000454,10000016,241.6,USD,2026-09-17 14:02:35,PENDING
TX-000455,10000009,324.74,USD,2026-09-17 14:13:50,COMPLETED
TX-000456,10000017,192.61,USD,2026-09-17 14:22:38,PENDING
TX-000457,10000018,155.18,USD,2026-09-17 14:42:54,COMPLETED
TX-000459,10000005,146.14,USD,2026-09-17 14:59:28,COMPLETED
TX-000460,10000012,228.37,USD,2026-09-17 15:56:40,COMPLETED
TX-000461,10000007,47.16,USD,2026-09-17 17:33:51,COMPLETED
TX-000463,10000014,61.84,USD,2026-09-17 18:49:15,COMPLETED
TX-000465,10000011,185.13,USD,2026-09-17 20:19:00,COMPLETED
TX-000466,10000018,351.02,USD,2026-09-17 23:58:30,COMPLETED
TX-000467,10000013,153.15,USD,2026-09-18 07:18:08,COMPLETED
TX-000468,10000006,657.4,USD,2026-09-18 07:49:54,COMPLETED
TX-000469,10000008,292.5,USD,2026-09-18 08:18:18,COMPLETED
TX-000470,10000001,127.43,USD,2026-09-18 08:41:21,FAILED
TX-000471,10000002,65.95,USD,2026-09-18 08:53:46,COMPLETED
TX-000472,10000018,27.0,USD,2026-09-18 09:09:38,FAILED
TX-000473,10000012,77.46,USD,2026-09-18 09:16:35,COMPLETED
TX-000474,10000001,96.62,USD,2026-09-18 09:45:09,PENDING
TX-000475,10000012,49.81,USD,2026-09-18 09:53:17,COMPLETED
TX-000476,10000005,131.08,USD,2026-09-18 10:56:53,PENDING
TX-000477,10000002,20.41,USD,2026-09-18 11:02:00,COMPLETED
TX-000478,10000011,208.35,USD,2026-09-18 11:16:50,FAILED
TX-000479,10000014,7.44,USD,2026-09-18 11:22:14,COMPLETED
TX-000481,10000017,211.08,USD,2026-09-18 11:47:39,COMPLETED
TX-000482,10000014,100.88,USD,2026-09-18 11:55:48,PENDING
TX-000483,10000008,87.57,USD,2026-09-18 13:10:35,COMPLETED
TX-000485,10000003,285.87,USD,2026-09-18 13:36:59,COMPLETED
TX-000486,10000014,89.09,USD,2026-09-18 13:58:47,FAILED
TX-000487,10000008,27.26,USD,2026-09-18 14:10:38,COMPLETED
TX-000488,10000007,407.96,USD,2026-09-18 14:25:14,COMPLETED
TX-000490,10000016,100.42,USD,2026-09-18 15:00:04,COMPLETED
TX-000491,10000005,188.66,USD,2026-09-18 15:07:52,COMPLETED
TX-000492,10000010,770.84,USD,2026-09-18 15:11:20,FAILED
TX-000493,10000007,249.09,USD,2026-09-18 15:35:22,COMPLETED
TX-000494,10000012,346.23,USD,2026-09-18 16:31:55,PENDING
TX-000495,10000015,49.01,USD,2026-09-18 16:55:51,COMPLETED
TX-000496,10000002,57.71,USD,2026-09-18 17:06:27,COMPLETED
TX-000498,10000010,307.15,USD,2026-09-18 17:24:44,FAILED
TX-000499,10000009,428.17,USD,2026-09-18 17:54:59,COMPLETED
TX-000500,10000010,48.79,USD,2026-09-18 20:07:57,COMPLETED
